sentence,annotation
"As of Friday, 39 Detroit police officers had tested positive and 468 were in quarantine, Duggan said.","<Fact_Appeal:Indirect_Quote>As of Friday, 39 Detroit police officers had tested positive and 468 were in quarantine</Fact_Appeal:Indirect_Quote>, <Source:Named:null>Duggan</Source:Named:null> said."
"I've emailed state government officials, and the only thing that has come from it is getting subscribed to their email lists.","<Fact_No_Appeal>I've emailed state government officials, and the only thing that has come from it is getting subscribed to their email lists.</Fact_No_Appeal>"
"And during bad weather, any fears you might have can be calmed by your dog.","<Fact_No_Appeal>And during bad weather, any fears you might have can be calmed by your dog.</Fact_No_Appeal>"
"Do you believe Twitter rigorously adheres to this principle?"" the 50-year-old entrepreneur tweeted alongside a poll on March 25.","Do you believe Twitter rigorously adheres to this principle?"" the 50-year-old entrepreneur tweeted alongside a poll on March 25."
"She went on to claim the choices she makes today that she deems to be ""self-protecting and wise.""","<Fact_No_Appeal>She went on to claim the choices she makes today that she deems to be ""self-protecting and wise.""</Fact_No_Appeal>"
And she only controls the House when she gets 218 members to agree with her.,<Fact_No_Appeal>And she only controls the House when she gets 218 members to agree with her.</Fact_No_Appeal>
"Generally, these symptoms will fade within two to four days, but they can last as long as two weeks.","<Fact_No_Appeal>Generally, these symptoms will fade within two to four days, but they can last as long as two weeks.</Fact_No_Appeal>"
"About 66% of cancer-causing mutations are random ""copying errors"" that occur when cells go through their natural dividing process.","<Fact_No_Appeal>About 66% of cancer-causing mutations are random ""copying errors"" that occur when cells go through their natural dividing process.</Fact_No_Appeal>"
"Arriving and already knowing who to speak to, knowing how the car felt last year and how it is like this year.","<Fact_No_Appeal>Arriving and already knowing who to speak to, knowing how the car felt last year and how it is like this year.</Fact_No_Appeal>"
"Nathan added that he was aware GOP lawmakers were out practicing, since they'd been preparing for their game ""most mornings.""","<Source:Named:null>Nathan</Source:Named:null> added that <Fact_Appeal:Indirect_Quote>he was aware GOP lawmakers were out practicing, since they'd been preparing for their game ""most mornings.""</Fact_Appeal:Indirect_Quote>"
"""His desire was molded of course [to run for office] when he was there,"" he said.","<Fact_Appeal:Direct_Quote>""His desire was molded of course [to run for office] when he was there,""</Fact_Appeal:Direct_Quote> <Source:Unnamed:null>he</Source:Unnamed:null> said."
"There is reason for people of color to be skeptical of a vaccine that has raced through development and trials in record time, but there is also ample reason for folks in those communities to line up when the COVID-19 vaccine is ready for distribution.","<Fact_No_Appeal>There is reason for people of color to be skeptical of a vaccine that has raced through development and trials in record time, but there is also ample reason for folks in those communities to line up when the COVID-19 vaccine is ready for distribution.</Fact_No_Appeal>"
"In the same year, we reduced pending naturalizations by 12 percent.","<Fact_No_Appeal>In the same year, we reduced pending naturalizations by 12 percent.</Fact_No_Appeal>"
"In many places, unduly strict ordinances and zoning restrictions discourage off-grid or experimental lifestyles.","<Fact_No_Appeal>In many places, unduly strict ordinances and zoning restrictions discourage off-grid or experimental lifestyles.</Fact_No_Appeal>"
"In 2019, Dante Lucchesi and his Champs Sports Grill in State College, Pennsylvania, were on a roll.","<Fact_No_Appeal>In 2019, Dante Lucchesi and his Champs Sports Grill in State College, Pennsylvania, were on a roll.</Fact_No_Appeal>"
"Alcohol is banned along the shoreline of the river between Hazel and Watt avenues on Memorial Day weekend, the Fourth of July and Labor Day weekend.","<Fact_No_Appeal>Alcohol is banned along the shoreline of the river between Hazel and Watt avenues on Memorial Day weekend, the Fourth of July and Labor Day weekend.</Fact_No_Appeal>"
Photos posted on social media showed the two dogs sat happily in the back of the police vehicle as they were taken back to the station.,<Source:Unnamed:Direct_Evidence>Photos posted on social media</Source:Unnamed:Direct_Evidence> showed <Fact_Appeal:Indirect_Quote>the two dogs sat happily in the back of the police vehicle as they were taken back to the station.</Fact_Appeal:Indirect_Quote>
Thousands of students are expected to walk out of their classrooms in the coming months to support a growing movement for tighter gun control in the wake of the school shooting in Florida.,<Fact_No_Appeal>Thousands of students are expected to walk out of their classrooms in the coming months to support a growing movement for tighter gun control in the wake of the school shooting in Florida.</Fact_No_Appeal>
Business groups such as the U.S. Chamber of Commerce and the Business Roundtable argue that higher taxes would hurt U.S. companies operating worldwide and the wider economy.,Business groups such as <Source:Named:Expert>the U.S. Chamber of Commerce</Source:Named:Expert> and <Source:Named:Expert>the Business Roundtable</Source:Named:Expert> argue that <Fact_Appeal:Indirect_Quote>higher taxes would hurt U.S. companies operating worldwide and the wider economy.</Fact_Appeal:Indirect_Quote>
"Natchez is the only Mississippi city that Lafayette visited, Icher said.","<Fact_Appeal:Indirect_Quote>Natchez is the only Mississippi city that Lafayette visited,</Fact_Appeal:Indirect_Quote> <Source:Named:null>Icher</Source:Named:null> said."
"Today, Republicans control the White House and Senate, while Democrats have recently taken control of the House with a big victory in the 2018 midterm elections.","<Fact_No_Appeal>Today, Republicans control the White House and Senate, while Democrats have recently taken control of the House with a big victory in the 2018 midterm elections.</Fact_No_Appeal>"
"""When kids come home and you ask them how their day was, they just say 'fine.'","<Fact_Appeal:Direct_Quote>""When kids come home and you ask them how their day was, they just say 'fine.'</Fact_Appeal:Direct_Quote>"
"They sued a defunct metal plating company, which had been accused of polluting the water, as well as 3M, DuPont and Chemours, the companies responsible today for past production of the chemicals.","<Fact_No_Appeal>They sued a defunct metal plating company, which had been accused of polluting the water, as well as 3M, DuPont and Chemours, the companies responsible today for past production of the chemicals.</Fact_No_Appeal>"
"But he felt terrible about the photo, which he didn't think was that good, and bitter about the prize, according to interviews he gave over the years.","<Fact_Appeal:Indirect_Quote>But <Source:Unnamed:Active_Participant>he</Source:Unnamed:Active_Participant> felt terrible about the photo, which he didn't think was that good, and bitter about the prize,</Fact_Appeal:Indirect_Quote> according to <Source:Unnamed:null>interviews he gave over the years.</Source:Unnamed:null>"
"Our body tells us that it hates even titchy amounts of booze, if we would only listen; we don't really need a report to tell us.","Our body tells us that it hates even titchy amounts of booze, if we would only listen; we don't really need a report to tell us."
The statement said a joint team comprising officials from Kenyan officials and the refugee agency is to be formed to finalize and implement a roadmap on the next steps towards humane repatriation of refugees.,<Source:Unnamed:Expert_Document>The statement</Source:Unnamed:Expert_Document> said <Fact_Appeal:Indirect_Quote>a joint team comprising officials from Kenyan officials and the refugee agency is to be formed to finalize and implement a roadmap on the next steps towards humane repatriation of refugees.</Fact_Appeal:Indirect_Quote>
He's lived in Crestwood all of his life and has been active in the community.,<Fact_No_Appeal>He's lived in Crestwood all of his life and has been active in the community.</Fact_No_Appeal>
"""The America of John McCain does not need to be made great again, because America was always great.""","""The America of John McCain does not need to be made great again, because America was always great."""
These squirrels are two times larger than the eastern grey squirrels and their length can reach 36 inches.,<Fact_No_Appeal>These squirrels are two times larger than the eastern grey squirrels and their length can reach 36 inches.</Fact_No_Appeal>
"""It's an essential part of the Swedish tradition of 'fika' , namely having a coffee and a Swedish bun, usually around 10:30 in the morning or 3 p.m. in the afternoon.""","<Fact_Appeal:Direct_Quote>""It's an essential part of the Swedish tradition of 'fika' , namely having a coffee and a Swedish bun, usually around 10:30 in the morning or 3 p.m. in the afternoon.""</Fact_Appeal:Direct_Quote>"
"California is for lovers, and so is this idyllic experience.","<Fact_No_Appeal>California is for lovers, and so is this idyllic experience.</Fact_No_Appeal>"
"""The Chinese government has been unwavering in its support for the Paris Agreement,"" it said.","<Fact_Appeal:Direct_Quote>""The Chinese government has been unwavering in its support for the Paris Agreement,""</Fact_Appeal:Direct_Quote> <Source:Unnamed:null>it</Source:Unnamed:null> said."
"It's awesome,"" he added.","It's awesome,"" he added."
"Trump said, according to people familiar with the meeting.","Trump said, according to people familiar with the meeting."
Star striker and captain Aubameyang confirmed he had inked a new deal on Monday.,<Source_Attribute>Star striker and captain</Source_Attribute> <Source:Named:Active_Participant>Aubameyang</Source:Named:Active_Participant> confirmed <Fact_Appeal:Indirect_Quote>he had inked a new deal on Monday.</Fact_Appeal:Indirect_Quote>
"According to an incident report, Maurice L. Green, who was identified via a Minnesota driver's license, was accused of knocking a man unconscious following a dispute outside a bar in the 300 block of State Street.","According to <Source:Unnamed:Expert_Document>an incident report</Source:Unnamed:Expert_Document>, <Fact_Appeal:Indirect_Quote>Maurice L. Green, who was identified via a Minnesota driver's license, was accused of knocking a man unconscious following a dispute outside a bar in the 300 block of State Street.</Fact_Appeal:Indirect_Quote>"
"This top-rated patio set has a 4.5-star rating from Wayfair shoppers, who loved the fact that this selection comes fully assembled.","<Fact_Appeal:Indirect_Quote>This top-rated patio set has a 4.5-star rating from <Source:Named:Active_Participant>Wayfair shoppers</Source:Named:Active_Participant>, who loved the fact that this selection comes fully assembled.</Fact_Appeal:Indirect_Quote>"
"Related articles Alien news: Shape-shifting UFO seen over Rio de Janeiro - claim Alien news: 25-mile long UFO seen on the Moon 'Undeniable proof' SpaceX's goal is to land a cargo mission on Mars by the year 2022, followed by the first crewed mission in 2024.","Related articles Alien news: Shape-shifting UFO seen over Rio de Janeiro - claim Alien news: 25-mile long UFO seen on the Moon 'Undeniable proof' SpaceX's goal is to land a cargo mission on Mars by the year 2022, followed by the first crewed mission in 2024."
"Noir spent the first half of a four-minute NRA video, part of a series that appeared to be sponsored by the gunmaker Kimber, lambasting the media for coverage that he said inspired other shooters through reporting about mass shooters' backgrounds and motivations, and included their names in coverage.","<Fact_No_Appeal>Noir spent the first half of a four-minute NRA video, part of a series that appeared to be sponsored by the gunmaker Kimber, lambasting the media for coverage that he said inspired other shooters through reporting about mass shooters' backgrounds and motivations, and included their names in coverage.</Fact_No_Appeal>"
Their 23-game losing streak in conference play (including the Big Ten Tournament) is the longest conference losing streak by a Big Ten team since Rutgers in 2015 and 2016 (32).,<Fact_No_Appeal>Their 23-game losing streak in conference play (including the Big Ten Tournament) is the longest conference losing streak by a Big Ten team since Rutgers in 2015 and 2016 (32).</Fact_No_Appeal>
"Standing and stretching my legs sometimes does the trick, but often I don't feel relief until I lie down in bed at night.","<Fact_No_Appeal>Standing and stretching my legs sometimes does the trick, but often I don't feel relief until I lie down in bed at night.</Fact_No_Appeal>"
"The Daily Beast reported that he was present for a meeting in Moscow where British detectives claim they were poisoned during efforts to track down the killers of Alexander Litvinenko, who died after a dose of radioactive poison in London in 2006.","<Source:Named:News_Report>The Daily Beast</Source:Named:News_Report> reported that <Fact_Appeal:Indirect_Quote>he was present for a meeting in Moscow</Fact_Appeal:Indirect_Quote> where <Source:Unnamed:Witness>British detectives</Source:Unnamed:Witness> claim <Fact_Appeal:Indirect_Quote>they were poisoned during efforts to track down the killers of Alexander Litvinenko, who died after a dose of radioactive poison in London in 2006.</Fact_Appeal:Indirect_Quote>"
"The other names apply to different aspects of the time it's happening, what it looks like and how close to the earth it will be.","<Fact_No_Appeal>The other names apply to different aspects of the time it's happening, what it looks like and how close to the earth it will be.</Fact_No_Appeal>"
Phil Murphy issued a stay-at-home order on March 21 which has no specific end date.,<Fact_No_Appeal>Phil Murphy issued a stay-at-home order on March 21 which has no specific end date.</Fact_No_Appeal>
"""This is not a group of people who feel any obligation to go soft on the company,"" said Hunter-Torricke, who previously served as a speechwriter for Facebook CEO Mark Zuckerberg","<Fact_Appeal:Direct_Quote>""This is not a group of people who feel any obligation to go soft on the company,""</Fact_Appeal:Direct_Quote> said <Source:Named:Active_Participant>Hunter-Torricke</Source:Named:Active_Participant>, <Source_Attribute>who previously served as a speechwriter for Facebook CEO Mark Zuckerberg</Source_Attribute>"
"""But in the meantime, it felt like doing something at a local level to help people who might be suffering felt like something we could do easily.","<Fact_No_Appeal>""But in the meantime, it felt like doing something at a local level to help people who might be suffering felt like something we could do easily.</Fact_No_Appeal>"
"The martial arts trainer was last seen with the Meet The Fockers star during their French jaunt last month, where they kissed, held hands and cosied up.","<Fact_No_Appeal>The martial arts trainer was last seen with the Meet The Fockers star during their French jaunt last month, where they kissed, held hands and cosied up.</Fact_No_Appeal>"
"In reality, it cost $98 billion.","<Fact_No_Appeal>In reality, it cost $98 billion.</Fact_No_Appeal>"
"Their idea that one can abuse with impunity is learned, and in many cases it is learned where most things are learned -- at school.","<Fact_No_Appeal>Their idea that one can abuse with impunity is learned, and in many cases it is learned where most things are learned -- at school.</Fact_No_Appeal>"
"Miller was located about 11:30 PM by an unidentified Osceola County Sheriff's Deputy at Roscoe's Bar & Package at North Main and Tremont Streets, and tackled by the deputy.","<Fact_No_Appeal>Miller was located about 11:30 PM by an unidentified Osceola County Sheriff's Deputy at Roscoe's Bar & Package at North Main and Tremont Streets, and tackled by the deputy.</Fact_No_Appeal>"
"This combination of photos shows promotional art for the Netflix series ""Country Comfort,"" debuting on Friday, left, ""Zack Snyder's Justice League,"" premiering March 18, center, and ""Operation Varsity Blues,"" a documentary about the college admissions scandal, premiering March 17 on Netflix.","<Source:Unnamed:Direct_Evidence>This combination of photos</Source:Unnamed:Direct_Evidence> shows <Fact_Appeal:Indirect_Quote>promotional art for the Netflix series ""Country Comfort,"" debuting on Friday, left, ""Zack Snyder's Justice League,"" premiering March 18, center, and ""Operation Varsity Blues,"" a documentary about the college admissions scandal, premiering March 17 on Netflix.</Fact_Appeal:Indirect_Quote>"
"Sitting at my desk as I write this sentence on a Thursday night, our offices littered with empty champagne cups and cake crumbs on paper plates -- the detritus of too many sayonara toasts to sage colleagues leaving with buyout packages --","<Fact_No_Appeal>Sitting at my desk as I write this sentence on a Thursday night, our offices littered with empty champagne cups and cake crumbs on paper plates -- the detritus of too many sayonara toasts to sage colleagues leaving with buyout packages --</Fact_No_Appeal>"
"Not to mention three yipping puppies, two mewing kittens and a fake partridge on the fake twig of a fake tree.","Not to mention three yipping puppies, two mewing kittens and a fake partridge on the fake twig of a fake tree."
"They were going to be a family, officially.","<Fact_No_Appeal>They were going to be a family, officially.</Fact_No_Appeal>"
SAG Awards 2022: See the full list of nominees,SAG Awards 2022: See the full list of nominees
"The B-52H, the oldest and most useful American heavy bomber, is finally getting its new engines, after using the TF33 since entering service.","<Fact_No_Appeal>The B-52H, the oldest and most useful American heavy bomber, is finally getting its new engines, after using the TF33 since entering service.</Fact_No_Appeal>"
"The pair looked close as they chatted on the front row, with Pepe adjusting Celine's dress, and the superstar lovingly cupping his face.","<Fact_No_Appeal>The pair looked close as they chatted on the front row, with Pepe adjusting Celine's dress, and the superstar lovingly cupping his face.</Fact_No_Appeal>"
"Leingang previously pleaded guilty to setting two fires -- one at a Bismarck Municipal Ballpark maintenance shop and the other at the state parole and probation office -- on the same day as Trump's speech, Monteiro told the Herald.","<Fact_Appeal:Indirect_Quote>Leingang previously pleaded guilty to setting two fires -- one at a Bismarck Municipal Ballpark maintenance shop and the other at the state parole and probation office -- on the same day as Trump's speech,</Fact_Appeal:Indirect_Quote> <Source:Named:null>Monteiro</Source:Named:null> told <Recipient>the Herald.</Recipient>"
"TRENDING: Biden left dumbfounded for 15 disastrously awkward seconds, unable to answer Tara Reade question Over the past four weeks, D'Souza's book - which, as WND reported, contends fascism is a left-wing ideology that has been falsely labeled extreme right - was either No. 1 or No. 2 in sales, according to BookScan, but shows up at No. 7 on the upcoming Times list.","TRENDING: Biden left dumbfounded for 15 disastrously awkward seconds, unable to answer Tara Reade question Over the past four weeks, D'Souza's book - which, as WND reported, contends fascism is a left-wing ideology that has been falsely labeled extreme right - was either No. 1 or No. 2 in sales, according to BookScan, but shows up at No. 7 on the upcoming Times list."
"It's great tactile fun, and some children get obsessed with just watching them move!","<Fact_No_Appeal>It's great tactile fun, and some children get obsessed with just watching them move!</Fact_No_Appeal>"
"""Last year we had to build an extra amount of time between games into the schedule so that we could have the spectators from one game exit and spectators for the next game enter at different times,"" he said.","<Fact_Appeal:Direct_Quote>""Last year we had to build an extra amount of time between games into the schedule so that we could have the spectators from one game exit and spectators for the next game enter at different times,""</Fact_Appeal:Direct_Quote> <Source:Unnamed:null>he</Source:Unnamed:null> said."
This content is not available due to your privacy preferences.,<Fact_No_Appeal>This content is not available due to your privacy preferences.</Fact_No_Appeal>
"When President Donald Trump spoke with NBC's Bryant Gumbel in 1989 during a program on race in America, the New York businessman suggested that a ""well-educated black"" at that time had an advantage over a ""well-educated white"" -- so much so that Trump said he wished he could start over as a black man.","<Fact_No_Appeal>When President Donald Trump spoke with NBC's Bryant Gumbel in 1989 during a program on race in America, the New York businessman suggested that a ""well-educated black"" at that time had an advantage over a ""well-educated white"" -- so much so that Trump said he wished he could start over as a black man.</Fact_No_Appeal>"
"Hern isn't involved in the day-to-day operations, but ""he is happy to share that the family business was able to keep all employees either at their current level of employment or move part-time employees to full time,"" Hern's chief of staff, Cameron Foster, said.","Hern isn't involved in the day-to-day operations, but ""he is happy to share that the family business was able to keep all employees either at their current level of employment or move part-time employees to full time,"" Hern's chief of staff, Cameron Foster, said."
I am beginning to believe The Dispatch by policy hates my Cleveland ballclub and the Reds.,I am beginning to believe The Dispatch by policy hates my Cleveland ballclub and the Reds.
"Lafayette, who had been 19 when he first came to America, was ""the last surviving general of the Continental Army,"" Icher said.","Lafayette, who had been 19 when he first came to America, was <Fact_Appeal:Direct_Quote>""the last surviving general of the Continental Army,""</Fact_Appeal:Direct_Quote> <Source:Named:null>Icher</Source:Named:null> said."
"""My understanding is they retracted that, they walked that back, or denied it, or however you want to put it, I don't care,"" said Spicer.","<Fact_No_Appeal>""My understanding is they retracted that, they walked that back, or denied it, or however you want to put it, I don't care,""</Fact_No_Appeal> said Spicer."
"Your employer will soon say ""work from home at will,"" and then upgrade to ""only come in if you have to.""","<Fact_No_Appeal>Your employer will soon say ""work from home at will,"" and then upgrade to ""only come in if you have to.""</Fact_No_Appeal>"
"Just as you can constantly test whether or not your radar is working, you can do the same with a cellular connection.","<Fact_No_Appeal>Just as you can constantly test whether or not your radar is working, you can do the same with a cellular connection.</Fact_No_Appeal>"
Some experts say Kim is using diplomacy as a way to win outside concessions and weaken U.S.-led international sanctions.,Some <Source:Unnamed:Expert>experts</Source:Unnamed:Expert> say <Fact_Appeal:Indirect_Quote>Kim is using diplomacy as a way to win outside concessions and weaken U.S.-led international sanctions.</Fact_Appeal:Indirect_Quote>
"Rebecca Park, a 29-year-old American who works at an art history foundation in Paris said that when she took part in the women's march last year, she was ""motivated by anger and sadness"" over Mr. Trump's election.","<Source:Named:Active_Participant>Rebecca Park</Source:Named:Active_Participant>, <Source_Attribute>a 29-year-old American who works at an art history foundation in Paris</Source_Attribute> said that <Fact_Appeal:Direct_Quote>when she took part in the women's march last year, she was ""motivated by anger and sadness"" over Mr. Trump's election.</Fact_Appeal:Direct_Quote>"
"About 115,000 residents left the state during the one-year period, making that 650,000 since 2010.","<Fact_No_Appeal>About 115,000 residents left the state during the one-year period, making that 650,000 since 2010.</Fact_No_Appeal>"
"It also meant Craddock claimed an honour of sorts: the Lanterne Rouge , an unofficial survivor's badge for the last-placed finisher in the Tour.","<Fact_No_Appeal>It also meant Craddock claimed an honour of sorts: the Lanterne Rouge , an unofficial survivor's badge for the last-placed finisher in the Tour.</Fact_No_Appeal>"
"The New York Times featured Hansen's testimony the next day on its front page with the headline, ""Global Warming Has Begun, Expert Tells Senate,"" along with a NASA chart of warming temperatures.","<Fact_No_Appeal>The New York Times featured Hansen's testimony the next day on its front page with the headline, ""Global Warming Has Begun, Expert Tells Senate,"" along with a NASA chart of warming temperatures.</Fact_No_Appeal>"
"Bryant added he aims to have Atlanta officers evaluated more regularly to identify potential training shortcomings and to incorporate peer intervention in training programs so that it is ingrained in officers to report misconduct from their colleagues, rather than turn a blind eye for fear of being ostracized.","Bryant added he aims to have Atlanta officers evaluated more regularly to identify potential training shortcomings and to incorporate peer intervention in training programs so that it is ingrained in officers to report misconduct from their colleagues, rather than turn a blind eye for fear of being ostracized."
"""Climate change is harming us now,"" Ebi said.","<Fact_Appeal:Direct_Quote>""Climate change is harming us now,""</Fact_Appeal:Direct_Quote> <Source:Named:null>Ebi</Source:Named:null> said."
"Asked about her husband's social media activities, Kellyanne Conway told CNN's Dana Bash on ""State of the Union,"" ""We're now going to talk about other people's spouses and significant others just because they either work at the White House or CNN?","<Fact_No_Appeal>Asked about her husband's social media activities, Kellyanne Conway told CNN's Dana Bash on ""State of the Union,"" ""We're now going to talk about other people's spouses and significant others just because they either work at the White House or CNN?</Fact_No_Appeal>"
"For game updates, follow The Gillette News Record on Facebook and Twitter or visit gillettenewsrecord.com .","For game updates, follow The Gillette News Record on Facebook and Twitter or visit gillettenewsrecord.com ."
"He said he hopes eventually to have 175 markers, including one at Le Havre, the port where Lafayette left from and returned to France.","He said he hopes eventually to have 175 markers, including one at Le Havre, the port where Lafayette left from and returned to France."
Sen. Susan Collins (R-ME) told a local newspaper in January she agrees with Alexander's push to focus on replacement before repeal.,<Fact_No_Appeal>Sen. Susan Collins (R-ME) told a local newspaper in January she agrees with Alexander's push to focus on replacement before repeal.</Fact_No_Appeal>
"Greater openness is important because, while 21st Century kids are articulate beyond belief--""Did my five year old just bring up greening the house?""--children don't always open up about what really bothers them or about their lives in what I call ""the second family"": the peer group, pop culture, and the Internet out there.","<Fact_No_Appeal>Greater openness is important because, while 21st Century kids are articulate beyond belief--""Did my five year old just bring up greening the house?""--children don't always open up about what really bothers them or about their lives in what I call ""the second family"": the peer group, pop culture, and the Internet out there.</Fact_No_Appeal>"
"In a statement issued through police after his death, Olly's family described the youngster as ""an enigma"" who ""could get his own way with a wry smile and a cheeky grin""","In a statement issued through <Recipient>police</Recipient> <Appeal_Time>after his death,</Appeal_Time> <Source:Named:Active_Participant>Olly's family</Source:Named:Active_Participant> described the youngster as <Fact_Appeal:Direct_Quote>""an enigma"" who ""could get his own way with a wry smile and a cheeky grin""</Fact_Appeal:Direct_Quote>"
Star striker and captain Aubameyang confirmed he had inked a new deal on Monday.,<Source_Attribute>Star striker and captain</Source_Attribute> <Source:Named:Active_Participant>Aubameyang</Source:Named:Active_Participant> confirmed <Fact_Appeal:Indirect_Quote>he had inked a new deal on Monday.</Fact_Appeal:Indirect_Quote>
"Reporters almost all responded in kind, which gave the usually antagonistic briefing room a kinder atmosphere.","<Fact_No_Appeal>Reporters almost all responded in kind, which gave the usually antagonistic briefing room a kinder atmosphere.</Fact_No_Appeal>"
Share this story,Share this story
"With just weeks left until reopening, True Chesapeake is excited to welcome back customers with hope for oysters and business restored.","<Fact_No_Appeal>With just weeks left until reopening, True Chesapeake is excited to welcome back customers with hope for oysters and business restored.</Fact_No_Appeal>"
"According to data compiled by the U.S. Energy Information Administration, there are seven countries already at, or very, near 100 percent renewable power: Iceland (100 percent), Paraguay (100), Costa Rica (99), Norway (98.5), Austria (80), Brazil (75), and Denmark (69.4).","According to <Source:Named:Expert_Document>data compiled by the U.S. Energy Information Administration</Source:Named:Expert_Document>, <Fact_Appeal:Indirect_Quote>there are seven countries already at, or very, near 100 percent renewable power: Iceland (100 percent), Paraguay (100), Costa Rica (99), Norway (98.5), Austria (80), Brazil (75), and Denmark (69.4).</Fact_Appeal:Indirect_Quote>"
"Salesforce salesforce.com ( NYSE:CRM ) is trading down almost 9% from just a few months ago, so it's a great time to buy shares of the cloud-computing behemoth at a real bargain.","<Fact_No_Appeal>Salesforce salesforce.com ( NYSE:CRM ) is trading down almost 9% from just a few months ago, so it's a great time to buy shares of the cloud-computing behemoth at a real bargain.</Fact_No_Appeal>"
Narcissists are excellent actors.,<Fact_No_Appeal>Narcissists are excellent actors.</Fact_No_Appeal>
Hope everyone is safe!,Hope everyone is safe!
I began to consider claiming citizenship under the 1949 law.,I began to consider claiming citizenship under the 1949 law.
The 26-year-old emergency medical tech was shot multiple times March 13 when police officers burst into her Louisville apartment using a no-knock warrant during a narcotics investigation.,<Fact_No_Appeal>The 26-year-old emergency medical tech was shot multiple times March 13 when police officers burst into her Louisville apartment using a no-knock warrant during a narcotics investigation.</Fact_No_Appeal>
"Japan and Alibaba, a Chinese e-commerce company, as well as a myriad of other ventures, said it made investments totaling $2.1 billion during the quarter.","<Source:Named:Active_Participant>Japan and Alibaba, a Chinese e-commerce company, as well as a myriad of other ventures,</Source:Named:Active_Participant> said <Fact_Appeal:Indirect_Quote>it made investments totaling $2.1 billion during the quarter.</Fact_Appeal:Indirect_Quote>"
No fans were in attendance.,<Fact_No_Appeal>No fans were in attendance.</Fact_No_Appeal>
"The sign for the town of Lytton, where a wildfire raged through and forced residents to evacuate, is seen in Lytton, British Columbia, Canada July 1, 2021.","<Fact_No_Appeal>The sign for the town of Lytton, where a wildfire raged through and forced residents to evacuate, is seen in Lytton, British Columbia, Canada July 1, 2021.</Fact_No_Appeal>"
Those of us who have covered this debacle from the very beginning find it unconscionable that the mainstream media refuse to report on the biggest political scandal in the last 100 years.,Those of us who have covered this debacle from the very beginning find it unconscionable that the mainstream media refuse to report on the biggest political scandal in the last 100 years.
"""Tehran's reaction to America's withdrawal of the deal will be unpleasant,"" Iranian state TV quoted Iranian Foreign Minister Mohammad Javad Zarif as saying in New York.","<Fact_Appeal:Direct_Quote>""Tehran's reaction to America's withdrawal of the deal will be unpleasant,""</Fact_Appeal:Direct_Quote> Iranian state TV quoted <Source_Attribute>Iranian Foreign Minister</Source_Attribute> <Source:Named:Official>Mohammad Javad Zarif</Source:Named:Official> as saying <Appeal_Location>in New York.</Appeal_Location>"
The Obama administration made it illegal for me to loan any money to anyone in the military.,<Fact_No_Appeal>The Obama administration made it illegal for me to loan any money to anyone in the military.</Fact_No_Appeal>
"The onus falls on progressives in continental Europe, in the UK, and in the United States, to put on the agenda an Internationalist New Deal - and to win elections campaigning on it.","<Fact_No_Appeal>The onus falls on progressives in continental Europe, in the UK, and in the United States, to put on the agenda an Internationalist New Deal - and to win elections campaigning on it.</Fact_No_Appeal>"
"The Virginia itinerary included cities in what is now West Virginia, he said..","<Fact_Appeal:Indirect_Quote>The Virginia itinerary included cities in what is now West Virginia,</Fact_Appeal:Indirect_Quote> <Source:Unnamed:Expert>he</Source:Unnamed:Expert> said.."
I know farmers are watching their fruit crops closely this morning.,<Fact_No_Appeal>I know farmers are watching their fruit crops closely this morning.</Fact_No_Appeal>
"""The numbers and trends are extremely worrying for current and future generations of children,"" Marie-Pierre Poirier, UNICEF's regional director for West and Central Africa told The Associated Press","<Fact_Appeal:Direct_Quote>""The numbers and trends are extremely worrying for current and future generations of children,""</Fact_Appeal:Direct_Quote> <Source:Named:Expert>Marie-Pierre Poirier</Source:Named:Expert>, <Source_Attribute>UNICEF's regional director for West and Central Africa</Source_Attribute> told <Recipient>The Associated Press</Recipient>"
"And while his fantastical, macabre paintings may seem morbid today, they were an immediate success even during his lifetime.","<Fact_No_Appeal>And while his fantastical, macabre paintings may seem morbid today, they were an immediate success even during his lifetime.</Fact_No_Appeal>"
"""We all have family or friends or people in our community who have to get care,"" she told CNN","<Fact_Appeal:Direct_Quote>""We all have family or friends or people in our community who have to get care,""</Fact_Appeal:Direct_Quote> <Source:Unnamed:null>she</Source:Unnamed:null> told <Recipient>CNN</Recipient>"
"Madrid's Metro posted CCTV images of deserted platforms Monday morning, adding that it had seen 75% fewer commuters than during rush hour last week.","<Source:Named:Official>Madrid's Metro</Source:Named:Official> posted <Source:Unnamed:Direct_Evidence>CCTV images</Source:Unnamed:Direct_Evidence> of <Fact_Appeal:Indirect_Quote>deserted platforms <Appeal_Time>Monday morning,</Appeal_Time> adding that it had seen 75% fewer commuters than during rush hour last week.</Fact_Appeal:Indirect_Quote>"
"Roads got a D, airports and hazardous waste each earned a D+ and U.S. transit was given a D-, for example.","<Fact_No_Appeal>Roads got a D, airports and hazardous waste each earned a D+ and U.S. transit was given a D-, for example.</Fact_No_Appeal>"
"Oil-rich South Sudan erupted into civil war soon after securing independence from Sudan in 2011, leading to an estimated 400 000 deaths and one of the worst refugee crises on the continent since the 1994 Rwandan genocide.","<Fact_No_Appeal>Oil-rich South Sudan erupted into civil war soon after securing independence from Sudan in 2011, leading to an estimated 400 000 deaths and one of the worst refugee crises on the continent since the 1994 Rwandan genocide.</Fact_No_Appeal>"
